Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Profit Status,Sales Category
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.57,2.00,0.20,6.37,36.25,Profit,Low Sales
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,55.99,1.00,0.20,5.60,10.00,Profit,Low Sales
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8.00,0.00,84.05,46.00,Profit,Low Sales
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,400.03,2.00,0.40,-153.35,-38.33,Loss,Low Sales
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3.00,0.00,10.09,30.00,Profit,Low Sales
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,542.65,3.00,0.10,102.50,18.89,Profit,High Sales
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.30,2.00,0.00,3.02,48.00,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,242.94,3.00,0.00,9.72,4.00,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,179.97,3.00,0.00,86.39,48.00,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,99.70,6.00,0.20,33.65,33.75,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.94,4.00,0.20,9.43,33.75,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Bookcases,84.98,1.00,0.00,18.70,22.00,Profit,Low Sales
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,18.72,5.00,0.20,6.55,35.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,49.98,2.00,0.00,8.50,17.00,Profit,Low Sales
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Labels,11.78,3.00,0.20,4.27,36.25,Profit,Low Sales
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Storage,272.74,3.00,0.20,-64.77,-23.75,Loss,Low Sales
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,3.54,2.00,0.80,-5.49,-155.00,Loss,Low Sales
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,51.52,5.00,0.20,-10.95,-21.25,Loss,Low Sales
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,3.53,1.00,0.20,1.15,32.50,Profit,Low Sales
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,4.62,1.00,0.20,1.68,36.25,Profit,Low Sales
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,55.17,4.00,0.20,6.21,11.25,Profit,Low Sales
Same Day,Corporate,United States,San Diego,California,92105,West,Furniture,Tables,567.12,10.00,0.20,-28.36,-5.00,Loss,High Sales
Same Day,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,359.32,4.00,0.00,7.19,2.00,Profit,Low Sales
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Phones,11.99,1.00,0.20,0.90,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,58.05,3.00,0.00,26.70,46.00,Profit,Low Sales
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,157.74,11.00,0.00,56.79,36.00,Profit,Low Sales
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Art,56.98,7.00,0.00,22.79,40.00,Profit,Low Sales
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,2.88,1.00,0.00,1.41,49.00,Profit,Low Sales
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Copiers,1199.98,3.00,0.20,374.99,31.25,Profit,High Sales
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,79.92,4.00,0.00,28.77,36.00,Profit,Low Sales
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,383.44,4.00,0.45,-167.32,-43.64,Loss,Low Sales
Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Office Supplies,Storage,24.56,2.00,0.00,6.88,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central,Technology,Accessories,119.80,4.00,0.00,47.92,40.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.13,3.00,0.20,4.27,32.50,Profit,Low Sales
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,22.72,4.00,0.00,10.22,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,58.32,9.00,0.00,27.99,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,12.39,3.00,0.00,5.70,46.00,Profit,Low Sales
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,107.98,3.00,0.40,-27.00,-25.00,Loss,Low Sales
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,11.36,2.00,0.00,5.34,47.00,Profit,Low Sales
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Envelopes,50.94,3.00,0.00,25.47,50.00,Profit,Low Sales
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Technology,Accessories,646.74,6.00,0.00,258.70,40.00,Profit,High Sales
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Binders,5.64,3.00,0.00,2.71,48.00,Profit,Low Sales
Second Class,Corporate,United States,Bossier City,Louisiana,71111,South,Office Supplies,Storage,572.58,6.00,0.00,34.35,6.00,Profit,High Sales
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,310.88,2.00,0.20,23.32,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Chairs,641.96,2.00,0.00,179.75,28.00,Profit,High Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,18.28,2.00,0.00,9.14,50.00,Profit,Low Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Technology,Phones,207.00,3.00,0.00,51.75,25.00,Profit,Low Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,32.35,5.00,0.00,16.18,50.00,Profit,Low Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,7.71,1.00,0.00,3.47,45.00,Profit,Low Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Office Supplies,Art,40.30,2.00,0.00,10.88,27.00,Profit,Low Sales
Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central,Furniture,Furnishings,34.58,7.00,0.00,14.52,42.00,Profit,Low Sales
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,32.76,7.00,0.20,3.69,11.25,Profit,Low Sales
First Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,544.01,3.00,0.20,40.80,7.50,Profit,High Sales
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,59.94,3.00,0.00,28.17,47.00,Profit,Low Sales
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,23.92,4.00,0.00,11.72,49.00,Profit,Low Sales
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.28,1.00,0.00,1.93,45.00,Profit,Low Sales
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,32.07,5.00,0.70,-22.45,-70.00,Loss,Low Sales
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,24.00,2.00,0.20,-2.70,-11.25,Loss,Low Sales
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,35.49,1.00,0.50,-15.62,-44.00,Loss,Low Sales
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,47.98,2.00,0.20,0.60,1.25,Profit,Low Sales
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,186.69,3.00,0.00,87.74,47.00,Profit,Low Sales
Second Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,17.46,2.00,0.20,5.89,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Lancaster,California,93534,West,Furniture,Chairs,348.93,2.00,0.20,34.89,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,143.96,4.00,0.00,69.10,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,15.42,1.00,0.00,4.16,27.00,Profit,Low Sales
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,43.04,8.00,0.00,21.09,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Chairs,332.94,3.00,0.00,79.91,24.00,Profit,Low Sales
Same Day,Consumer,United States,Asheville,North Carolina,28806,South,Technology,Phones,1363.96,5.00,0.20,85.25,6.25,Profit,High Sales
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,9.96,2.00,0.00,4.58,46.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.72,4.00,0.00,10.64,49.00,Profit,Low Sales
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,20.16,7.00,0.00,9.88,49.00,Profit,Low Sales
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,132.79,7.00,0.00,63.74,48.00,Profit,Low Sales
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2.00,0.00,6.22,48.00,Profit,Low Sales
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Labels,21.56,7.00,0.00,10.35,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Lake Elsinore,California,92530,West,Furniture,Chairs,283.92,5.00,0.20,17.75,6.25,Profit,Low Sales
First Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,22.23,1.00,0.00,7.34,33.00,Profit,Low Sales
First Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,215.97,2.00,0.20,18.90,8.75,Profit,Low Sales
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,355.32,9.00,0.00,99.49,28.00,Profit,Low Sales
Standard Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,12.96,2.00,0.00,6.22,48.00,Profit,Low Sales
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,18.28,2.00,0.00,6.22,34.00,Profit,Low Sales
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,43.18,3.00,0.20,4.32,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,1983.97,4.00,0.20,248.00,12.50,Profit,High Sales
First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,28.40,2.00,0.00,11.08,39.00,Profit,Low Sales
First Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,149.97,3.00,0.00,50.99,34.00,Profit,Low Sales
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,11.52,4.00,0.00,3.23,28.00,Profit,Low Sales
First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Tables,1298.55,5.00,0.00,311.65,24.00,Profit,High Sales
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Appliances,213.92,4.00,0.00,62.04,29.00,Profit,Low Sales
First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Accessories,25.78,2.00,0.00,2.58,10.00,Profit,Low Sales
Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,18.28,2.00,0.00,6.22,34.00,Profit,Low Sales
Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,1399.93,7.00,0.00,601.97,43.00,Profit,High Sales
First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,51.84,8.00,0.00,24.88,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,5.34,1.00,0.20,1.87,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,41.47,8.00,0.20,14.52,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.17,3.00,0.70,-2.43,-76.67,Loss,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,1228.47,5.00,0.30,0.00,0.00,Loss,High Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.09,3.00,0.70,-22.80,-73.33,Loss,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,335.52,4.00,0.20,117.43,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Technology,Accessories,239.97,3.00,0.00,71.99,30.00,Profit,Low Sales
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,9.82,2.00,0.00,4.81,49.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,67.80,4.00,0.00,4.07,6.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,167.97,3.00,0.00,40.31,24.00,Profit,Low Sales
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Fasteners,35.00,7.00,0.00,16.80,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Supplies,37.24,4.00,0.00,10.80,29.00,Profit,Low Sales
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Envelopes,15.28,2.00,0.00,7.49,49.00,Profit,Low Sales
Second Class,Consumer,United States,Florence,Kentucky,41042,South,Furniture,Chairs,301.96,2.00,0.00,90.59,30.00,Profit,Low Sales
Second Class,Consumer,United States,Florence,Kentucky,41042,South,Office Supplies,Appliances,180.66,3.00,0.00,50.58,28.00,Profit,Low Sales
Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,191.98,2.00,0.00,51.83,27.00,Profit,Low Sales
Second Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,65.99,1.00,0.00,17.16,26.00,Profit,Low Sales
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,35.22,2.00,0.20,2.64,7.50,Profit,Low Sales
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,23.70,2.00,0.20,6.52,27.50,Profit,Low Sales
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,265.48,1.00,0.50,-111.50,-42.00,Loss,Low Sales
Second Class,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,51.18,4.00,0.80,-79.34,-155.00,Loss,Low Sales
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,9.66,2.00,0.20,3.26,33.75,Profit,Low Sales
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Technology,Phones,21.07,3.00,0.20,1.58,7.50,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,60.45,3.00,0.00,16.32,27.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,11.52,4.00,0.00,3.34,29.00,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,186.05,4.00,0.20,9.30,5.00,Profit,Low Sales
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,37.44,4.00,0.20,11.70,31.25,Profit,Low Sales
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,26.98,4.00,0.20,8.77,32.50,Profit,Low Sales
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,11.36,2.00,0.00,3.29,29.00,Profit,Low Sales
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,14.62,2.00,0.00,6.87,47.00,Profit,Low Sales
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,83.72,7.00,0.00,23.44,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,287.94,3.00,0.00,77.74,27.00,Profit,Low Sales
Standard Class,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,48.90,4.00,0.20,8.56,17.50,Profit,Low Sales
Standard Class,Corporate,United States,Linden,New Jersey,7036,East,Technology,Accessories,115.36,7.00,0.00,49.60,43.00,Profit,Low Sales
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,5.16,2.00,0.00,1.34,26.00,Profit,Low Sales
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,38.88,6.00,0.00,18.66,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,185.88,6.00,0.00,50.19,27.00,Profit,Low Sales
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,44.46,2.00,0.00,14.67,33.00,Profit,Low Sales
